Fold,Method,AverageDropPercent,IncreaseInConfidencePercent
0,LIME,42.47989056215801,50.29940119760479
0,SHAP,46.33167332150101,50.29940119760479
1,LIME,35.58536690568563,46.846846846846844
1,SHAP,42.544272106931565,45.645645645645644
2,LIME,39.324739034991104,6.006006006006006
2,SHAP,41.8829694186805,11.711711711711711
CV_MEAN,LIME,39.12999883427825,34.384084683485874
CV_MEAN,SHAP,43.5863049490377,35.88558618498738
ALL,LIME,39.13334872600613,34.4
ALL,SHAP,43.58905031741016,35.9
